family,construct,label,n,rho,p
ALL_PERSONA,exp,Expansion,97,0.2911976646328634,0.00380640397360763
ALL_PERSONA,con,Contraction,97,0.13611140332421626,0.18372942011535195
ALL_PERSONA,cri,Critique,97,0.35251420155691143,0.0003982438249101438
ALL_PERSONA,cer,Certainty,97,-0.07805596465390278,0.447280497600937
ALL_PERSONA,com,Commitment,97,0.10235640648011782,0.31844990872317364
ALL_PERSONA,ref,Reframing,97,0.384678098043341,0.00010010613032820211
ALL_PERSONA,prop,Propose-new-idea,97,0.28822585735325057,0.004197620673272618
