metric,cv_r2_or_acc
exp,0.605480255692089
con,0.5499638967597037
cri,-0.4576375736682492
cer,0.46886142211758863
com,0.1535053048048367
ref,0.6416663766340532
prop,0.4416797987333596
tone_cat,0.9133333333333333
qtype_cat,0.85
