metric,cv_r2_or_acc
exp,0.5226655953867849
con,0.4979128900258166
cri,-0.4769323611246239
cer,0.4750725988429044
com,0.15418916741966815
ref,0.2906445330096321
prop,0.4436176823040281
tone_cat,0.9066666666666666
qtype_cat,0.8566666666666667
