scorer,contrast,family,criterion,n_a,n_b,mean_a,mean_b,mean_diff,hedges_g,ci_low,ci_high,welch_t,welch_df,p_raw,sig_05
C,Convergent vs GPT,Convergent,exploration_opening,50,50,1.82,1.34,0.48,0.6763805472845836,0.2733278456384319,1.0794332489307354,3.408051468921033,86.36290915212511,0.0009958920285234546,True
C,Convergent vs GPT,Convergent,reframing_quality,50,50,0.88,0.36,0.52,0.7997260966406569,0.39235807675706225,1.2070941165242515,4.029547729207434,97.7054936293525,0.00011066799276075024,True
C,Convergent vs GPT,Convergent,evaluative_discipline,37,42,1.027027027027027,0.19047619047619047,0.8365508365508365,1.0782264011121705,0.6054046744662541,1.551048127758087,4.676486281320641,55.94867776419581,1.8870312459831708e-05,True
C,Convergent vs GPT,Convergent,agency_preservation,50,50,2.82,2.1,0.7199999999999998,0.8228810461207418,0.4146282141474999,1.2311338780939836,4.146217642180542,69.66276377640524,9.382579038589264e-05,True
C,Convergent vs GPT,Convergent,anchor_management,40,45,1.425,0.5555555555555556,0.8694444444444445,1.0228696575244478,0.5700430285645566,1.475696286484339,4.7880737798326125,82.98037530211978,7.258885936086511e-06,True
C,Convergent vs GPT,Convergent,coregulation_uptake,50,50,2.86,1.94,0.9199999999999999,0.8221488905889148,0.41392439309068685,1.2303733880871428,4.142528559539507,92.73260367900312,7.575236364274394e-05,True
C,Convergent vs GPT,Convergent,timing_fit,50,50,2.84,1.94,0.8999999999999999,1.0757961539999836,0.6563988052885571,1.4951935027114103,5.420570827499918,74.3426590321632,7.057877855395762e-07,True
C,Convergent vs GPT,Convergent,implementation_grounding,47,50,1.425531914893617,1.34,0.08553191489361689,0.1139186302066216,-0.2846101022151514,0.5124473626283946,0.5665585982070503,94.97857130194751,0.5723505099623682,False
C,Convergent vs GPT,Convergent,cognitive_load_clarity,50,50,2.96,2.34,0.6200000000000001,1.0274455534597773,0.6103834274291959,1.4445076794903586,5.176948600551198,61.11395086413399,2.660352418947626e-06,True
C,Convergent vs GPT,Convergent,stance_integrity,50,49,2.86,1.6326530612244898,1.22734693877551,1.2279526808777235,0.7984323888598034,1.6574729728956434,6.109296838619961,61.058290559956056,7.627702023421683e-08,True
C,Convergent vs GPT,Convergent,premature_convergence_risk,50,49,0.72,1.3877551020408163,-0.6677551020408163,-0.6889639393447674,-1.0944779123968158,-0.2834499662927189,-3.4360334228217804,75.53426028733892,0.0009625435575030659,True
C,Convergent vs GPT,Convergent,runaway_divergence_risk,50,50,0.34,0.36,-0.019999999999999962,-0.029373115420142173,-0.4213942529580323,0.362648022117748,-0.1480011356865411,88.91632438226533,0.8826769829044363,False
C,Rational vs GPT,Rational,exploration_opening,25,50,2.08,1.34,0.74,0.9765245725887223,0.47163018967070647,1.481418955506738,4.535028037957291,65.24263428134157,2.527242556052002e-05,True
C,Rational vs GPT,Rational,reframing_quality,25,50,1.56,0.36,1.2000000000000002,1.7484617399588485,1.1927722207669802,2.304151259150717,7.040534568757041,45.157004960651946,8.714756845143657e-09,True
C,Rational vs GPT,Rational,evaluative_discipline,13,42,1.3846153846153846,0.19047619047619047,1.1941391941391941,1.3984623939647212,0.7237221386135634,2.073202649315879,2.9134474345233046,13.09829823630844,0.01201142591341202,True
C,Rational vs GPT,Rational,agency_preservation,25,50,2.96,2.1,0.8599999999999999,0.8988172103319042,0.39763246378465056,1.4000019568791577,4.7369768722835754,71.04327595134644,1.0788362252356722e-05,True
C,Rational vs GPT,Rational,anchor_management,22,45,1.7727272727272727,0.5555555555555556,1.2171717171717171,1.3859980817097546,0.8246966536524317,1.9472995097670776,5.570667143393975,45.559590851275004,1.3023278678110207e-06,True
C,Rational vs GPT,Rational,coregulation_uptake,25,50,3.0,1.94,1.06,0.9619597556135019,0.4577819548277935,1.4661375563992103,4.7151282250482245,71.54599318350205,1.159892566362326e-05,True
C,Rational vs GPT,Rational,timing_fit,25,50,2.8,1.94,0.8599999999999999,0.9032435453098205,0.4018550389764861,1.404632051643155,4.218566961516652,66.04247262766566,7.657200350040934e-05,True
C,Rational vs GPT,Rational,implementation_grounding,25,50,1.52,1.34,0.17999999999999994,0.24230082535011138,-0.23936253665680501,0.7239641873570277,1.0571203902462691,55.89430677562845,0.2950042190069846,False
C,Rational vs GPT,Rational,cognitive_load_clarity,25,50,2.96,2.34,0.6200000000000001,0.9241864535079316,0.42182144875397776,1.4265514582618855,5.176948600551198,60.14161401139042,2.7450663401942666e-06,True
C,Rational vs GPT,Rational,stance_integrity,25,49,2.92,1.6326530612244898,1.28734693877551,1.1573666087666923,0.6408077932098402,1.6739254243235444,6.292558131757436,62.80078935238695,3.3921292274154486e-08,True
C,Rational vs GPT,Rational,premature_convergence_risk,25,49,0.4,1.3877551020408163,-0.9877551020408163,-0.9179520953167082,-1.421872822183603,-0.4140313684498135,-4.327902496035707,67.98094865772866,5.0608991042886354e-05,True
C,Rational vs GPT,Rational,runaway_divergence_risk,25,50,0.44,0.36,0.08000000000000002,0.11325007361178586,-0.36719188087700416,0.5936920281005759,0.5355317855915337,67.7104909863725,0.5940368861903408,False
C,BoundedRational vs GPT,BoundedRational,exploration_opening,25,50,2.0,1.34,0.6599999999999999,0.8911505299716608,0.39031653335953387,1.3919845265837876,4.2999540683134025,70.09136849805618,5.419949767964882e-05,True
C,BoundedRational vs GPT,BoundedRational,reframing_quality,25,50,1.16,0.36,0.7999999999999999,1.0330551984926681,0.5252877503401457,1.5408226466451906,3.797330214185188,36.22409747051487,0.0005386931990533531,True
C,BoundedRational vs GPT,BoundedRational,evaluative_discipline,14,42,0.7857142857142857,0.19047619047619047,0.5952380952380952,0.8326216251961263,0.20840576309136205,1.4568374873008905,2.028205917558718,15.456271895110863,0.06013631088903266,False
C,BoundedRational vs GPT,BoundedRational,agency_preservation,25,50,3.08,2.1,0.98,1.0495511420932817,0.5409180479041734,1.55818423628239,5.8818248491573994,60.035681414217805,1.9305981499245794e-07,True
C,BoundedRational vs GPT,BoundedRational,anchor_management,20,45,1.5,0.5555555555555556,0.9444444444444444,0.9716169010112216,0.41903570389000644,1.5241980981324366,3.3760487852830847,30.62877991983009,0.0020136922329710544,True
C,BoundedRational vs GPT,BoundedRational,coregulation_uptake,25,50,3.12,1.94,1.1800000000000002,1.1337157754676026,0.6204773480742215,1.6469542028609836,6.312889203325048,61.52917252433158,3.358978301776639e-08,True
C,BoundedRational vs GPT,BoundedRational,timing_fit,25,50,2.92,1.94,0.98,1.1208621163793406,0.6083472413736013,1.63337699138508,6.244971457764022,61.39513524212719,4.414927491898439e-08,True
C,BoundedRational vs GPT,BoundedRational,implementation_grounding,24,50,1.4583333333333333,1.34,0.11833333333333318,0.1416846777405818,-0.345572684259908,0.6289420397410717,0.5396493137698433,38.69960476653755,0.5925306714928965,False
C,BoundedRational vs GPT,BoundedRational,cognitive_load_clarity,25,50,2.96,2.34,0.6200000000000001,0.9241864535079316,0.42182144875397776,1.4265514582618855,5.176948600551198,60.14161401139042,2.7450663401942666e-06,True
C,BoundedRational vs GPT,BoundedRational,stance_integrity,25,49,3.0,1.6326530612244898,1.3673469387755102,1.242463434240478,0.7207989397987626,1.7641279286821931,6.942787731424302,56.45206572351614,4.1441911156178965e-09,True
C,BoundedRational vs GPT,BoundedRational,premature_convergence_risk,25,49,0.6,1.3877551020408163,-0.7877551020408163,-0.7232792054619418,-1.2189028843515652,-0.22765552657231825,-3.3461849838237594,65.55392937340797,0.001359599709130052,True
C,BoundedRational vs GPT,BoundedRational,runaway_divergence_risk,25,50,0.32,0.36,-0.03999999999999998,-0.057205160466314374,-0.5373924251076768,0.4229821041750481,-0.27526931517386494,69.79814350862844,0.7839225855681016,False
