scorer,contrast,family_a,family_b,criterion,n_a,n_b,mean_a,mean_b,mean_diff,hedges_g,ci_low,ci_high,welch_t,welch_df,p_raw,sig_05
C,Divergent vs Convergent,Divergent,Convergent,reframing_quality,50,50,1.92,0.88,1.04,1.3305236787870127,0.8973172696302614,1.763730087943764,6.704056165022191,87.52233991127831,1.9005807573287494e-09,True
C,Divergent vs Convergent,Divergent,Convergent,evaluative_discipline,15,37,0.4,1.027027027027027,-0.627027027027027,-0.6855763730119993,-1.2998200732935332,-0.07133267273046529,-2.5399043461166757,33.590546258310695,0.0158886562938769,True
C,Divergent vs Convergent,Divergent,Convergent,agency_preservation,50,50,2.96,2.82,0.14000000000000012,0.2632174747007188,-0.1304763102338139,0.6569112596352515,1.3262633068038798,97.96167180091352,0.1878363541819752,False
C,Divergent vs Convergent,Divergent,Convergent,anchor_management,45,40,2.088888888888889,1.425,0.663888888888889,0.7909532287038343,0.34874724129714235,1.2331592161105263,3.697840835065861,82.99710682116458,0.00038932160679426943,True
C,Divergent vs Convergent,Divergent,Convergent,coregulation_uptake,50,50,3.26,2.86,0.3999999999999999,0.4708673919546736,0.07347247142311292,0.8682623124862343,2.3725405960602757,88.81144061272211,0.019824545323354134,True
C,Divergent vs Convergent,Divergent,Convergent,timing_fit,50,50,2.96,2.84,0.1200000000000001,0.22027374993327944,-0.17291320590638845,0.6134607057729473,1.1098844874215499,97.9235950851369,0.2697669122124504,False
C,Divergent vs Convergent,Divergent,Convergent,implementation_grounding,49,47,1.2653061224489797,1.425531914893617,-0.1602257924446373,-0.22961856262394256,-0.63110468102801,0.17186755578012483,-1.1321895159870923,92.95021236893076,0.260467076423252,False
C,Divergent vs Convergent,Divergent,Convergent,cognitive_load_clarity,50,50,2.94,2.96,-0.020000000000000018,-0.05504441844894861,-0.4471186436777307,0.3370298067798335,-0.27735009811261485,85.37113402061856,0.7821817892751799,False
C,Divergent vs Convergent,Divergent,Convergent,stance_integrity,50,50,2.92,2.86,0.06000000000000005,0.1265288000863871,-0.26586323753864294,0.5189208377114172,0.6375355777548628,96.8735357884784,0.5252800278818859,False
C,Divergent vs Convergent,Divergent,Convergent,premature_convergence_risk,50,50,0.3,0.72,-0.42,-0.5689931074451163,-0.9688463938222518,-0.16913982106798087,-2.8669626934412435,95.54973802639121,0.005098613927493732,True
C,Divergent vs Convergent,Divergent,Convergent,runaway_divergence_risk,50,50,0.78,0.34,0.44,0.8509632983088906,0.44160617673702834,1.260320419880753,4.287714557200725,94.92957779273124,4.336246787450813e-05,True
C,Divergent vs Rational,Divergent,Rational,exploration_opening,50,25,2.82,2.08,0.7399999999999998,0.9518100087155021,0.4481257960610404,1.455494221369964,4.461760898741529,66.54933674709342,3.211369431789533e-05,True
C,Divergent vs Rational,Divergent,Rational,reframing_quality,50,25,1.92,1.56,0.3599999999999999,0.42279606162396016,-0.06204831896125074,0.9076404422091711,1.8852926452434253,59.17580074077205,0.0643027638274401,False
C,Divergent vs Rational,Divergent,Rational,evaluative_discipline,15,13,0.4,1.3846153846153846,-0.9846153846153846,-0.8526984798370156,-1.628258313263155,-0.07713864641087631,-2.218705547180735,17.261560901996415,0.04018776575207058,True
C,Divergent vs Rational,Divergent,Rational,agency_preservation,50,25,2.96,2.96,0.0,0.0,-0.4800999895855029,0.4800999895855029,0.0,55.4888273454731,1.0,False
C,Divergent vs Rational,Divergent,Rational,anchor_management,45,22,2.088888888888889,1.7727272727272727,0.3161616161616163,0.36552937111831557,-0.1481023444853981,0.8791610867220292,1.4583445623167621,44.678870066698636,0.15173996153440122,False
C,Divergent vs Rational,Divergent,Rational,coregulation_uptake,50,25,3.26,3.0,0.2599999999999998,0.3683725998846568,-0.11533322577941041,0.852078425548724,1.5101784472174458,47.32822493936478,0.13764600100378385,False
C,Divergent vs Rational,Divergent,Rational,timing_fit,50,25,2.96,2.8,0.16000000000000014,0.2657439664295716,-0.21623593106016809,0.7477238639193113,0.9984094152489378,38.068033776416044,0.3243852081534989,False
C,Divergent vs Rational,Divergent,Rational,implementation_grounding,49,25,1.2653061224489797,1.52,-0.25469387755102035,-0.37928787800213887,-0.8648783646386904,0.10630260863441271,-1.5726184669743177,49.54748406603327,0.122171825448733,False
C,Divergent vs Rational,Divergent,Rational,cognitive_load_clarity,50,25,2.94,2.96,-0.020000000000000018,-0.05407810903579405,-0.5342560936478491,0.42609987557626106,-0.2773500981126148,72.85337243401759,0.7822967787320437,False
C,Divergent vs Rational,Divergent,Rational,stance_integrity,50,25,2.92,2.92,0.0,0.0,-0.4800999895855029,0.4800999895855029,0.0,52.903911238767854,1.0,False
C,Divergent vs Rational,Divergent,Rational,premature_convergence_risk,50,25,0.3,0.4,-0.10000000000000003,-0.12675961846792216,-0.6072879862199074,0.35376874928406304,-0.5286470283737204,49.534770984771804,0.5994111481132607,False
C,Divergent vs Rational,Divergent,Rational,runaway_divergence_risk,50,25,0.78,0.44,0.34,0.7026873237014996,0.20959325008916874,1.1957813973138305,2.815303329273934,44.57336135650328,0.007230599078100569,True
C,Divergent vs BoundedRational,Divergent,BoundedRational,exploration_opening,50,25,2.82,2.0,0.8199999999999998,1.077902646086781,0.5677532849643996,1.5880520072091626,5.245126885540919,70.92330769444665,1.5464219826629012e-06,True
C,Divergent vs BoundedRational,Divergent,BoundedRational,reframing_quality,50,25,1.92,1.16,0.76,0.8225593789869541,0.32473985569887703,1.3203789022750312,3.3393798587192114,46.128308032104584,0.001669021502654548,True
C,Divergent vs BoundedRational,Divergent,BoundedRational,evaluative_discipline,15,14,0.4,0.7857142857142857,-0.3857142857142857,-0.41572797905451014,-1.1519031999994684,0.3204472418904481,-1.1370343327283123,23.141491356999413,0.26716096215372787,False
C,Divergent vs BoundedRational,Divergent,BoundedRational,agency_preservation,50,25,2.96,3.08,-0.1200000000000001,-0.2556018944126064,-0.7374412913966109,0.22623750257139807,-1.2829786493231197,72.84345722243707,0.20356668358649985,False
C,Divergent vs BoundedRational,Divergent,BoundedRational,anchor_management,45,20,2.088888888888889,1.5,0.588888888888889,0.6136248421461207,0.07643232452566717,1.1508173597665743,2.115099455985964,30.139823732348166,0.042797058740122115,True
C,Divergent vs BoundedRational,Divergent,BoundedRational,coregulation_uptake,50,25,3.26,3.12,0.13999999999999968,0.23101575732202703,-0.2505055788958088,0.7125370935398628,1.1814949143175069,72.9216829760716,0.2412450194304068,False
C,Divergent vs BoundedRational,Divergent,BoundedRational,timing_fit,50,25,2.96,2.92,0.040000000000000036,0.0852006314708688,-0.3950929366825528,0.5654941996242904,0.4276595497743732,72.84345722243707,0.670160654551704,False
C,Divergent vs BoundedRational,Divergent,BoundedRational,implementation_grounding,49,24,1.2653061224489797,1.4583333333333333,-0.1930272108843536,-0.24977347708449413,-0.7397818529231666,0.24023489875417828,-0.9067283182802556,35.05577851381825,0.3707412091554219,False
C,Divergent vs BoundedRational,Divergent,BoundedRational,cognitive_load_clarity,50,25,2.94,2.96,-0.020000000000000018,-0.05407810903579405,-0.5342560936478491,0.42609987557626106,-0.2773500981126148,72.85337243401759,0.7822967787320437,False
C,Divergent vs BoundedRational,Divergent,BoundedRational,stance_integrity,50,25,2.92,3.0,-0.08000000000000007,-0.19793814432989715,-0.6790820036325698,0.2832057149727754,-0.937334221427819,67.89340423410081,0.35190913547006336,False
